Date_time,Db1t_avg,Db2t_avg,Gb1t_avg,Gb2t_avg,Ot_avg
2017-01-16T17:10:00+01:00,42.96,33.53,63.56,62.53,-1.12
2017-01-16T17:20:00+01:00,43.52,33.85,65.85,64.79,-1.14
2017-01-16T17:30:00+01:00,44.03,34.06,66.79,65.34,-1.16
2017-01-16T17:40:00+01:00,44.46,34.27,66.46,64.88,-1.32
2017-01-16T17:50:00+01:00,44.81,34.47,65.81,64.22,-1.34
2017-01-16T18:00:00+01:00,45.19,34.64,65.49,64.05,-1.35
2017-01-16T18:10:00+01:00,45.57,34.83,64.32,62.83,-1.42
2017-01-16T18:20:00+01:00,45.91,35.04,63.7,62.54,-1.44
2017-01-16T18:30:00+01:00,46.26,35.28,64.82,64.16,-1.44
2017-01-16T18:40:00+01:00,46.66,35.51,66.5,65.85,-1.44
2017-01-16T18:50:00+01:00,47.03,35.75,68.83,67.97,-1.36
2017-01-16T19:00:00+01:00,47.49,36.21,70.4,69.17,-1.37
2017-01-16T19:10:00+01:00,47.91,36.59,70.8,69.66,-1.25
2017-01-16T19:20:00+01:00,48.33,36.97,71.97,70.86,-1.3
2017-01-16T19:30:00+01:00,48.63,37.13,72.48,71.59,-1.29
2017-01-16T19:40:00+01:00,48.11,35.11,70.5,70.16,-1.36
2017-01-16T19:50:00+01:00,47.42,33.38,70.31,70.16,-1.41
2017-01-16T20:00:00+01:00,46.91,32.19,69.54,69.09,-1.75
2017-01-16T20:10:00+01:00,46.37,31.3,68.13,67.93,-1.91
2017-01-16T20:20:00+01:00,45.94,30.73,68.84,68.34,-2.05
2017-01-16T20:30:00+01:00,46.37,32.28,71.55,70.42,-2.12
2017-01-16T20:40:00+01:00,46.92,33.51,74.58,73.12,-2.02
2017-01-16T20:50:00+01:00,46.93,33.01,72.97,72.06,-2.12
2017-01-16T21:00:00+01:00,46.44,31.65,70.37,69.89,-2.16
2017-01-16T21:10:00+01:00,45.99,30.8,68.42,68.27,-2.21
2017-01-16T21:20:00+01:00,45.59,30.15,68.71,68.81,-2.21
2017-01-16T21:30:00+01:00,45.48,30.29,70.74,69.77,-2.32
2017-01-16T21:40:00+01:00,46.07,32.04,73.15,71.51,-2.3
2017-01-16T21:50:00+01:00,46.41,32.45,73.91,72.65,-2.38
2017-01-16T22:00:00+01:00,46.04,31.15,73.1,72.12,-2.46
2017-01-16T22:10:00+01:00,45.83,30.46,72.69,71.67,-2.51
2017-01-16T22:20:00+01:00,45.71,30.07,72.65,71.6,-2.63
2017-01-16T22:30:00+01:00,45.65,29.83,73.09,71.74,-2.75
2017-01-16T22:40:00+01:00,45.57,29.53,73.82,72.23,-2.87
2017-01-16T22:50:00+01:00,45.52,29.34,73.27,71.92,-3.04
2017-01-16T23:00:00+01:00,45.59,29.28,73.07,71.79,-3.13
2017-01-16T23:10:00+01:00,45.7,29.22,73.22,71.83,-3.21
2017-01-16T23:20:00+01:00,45.79,29.19,73.37,71.89,-3.34
2017-01-16T23:30:00+01:00,45.9,29.16,74.16,72.21,-3.44
2017-01-16T23:40:00+01:00,46.0,29.15,73.66,72.04,-3.59
2017-01-16T23:50:00+01:00,46.19,29.3,73.56,71.96,-3.63
2017-01-17T00:00:00+01:00,45.3,28.67,73.38,72.52,-3.67
2017-01-17T00:10:00+01:00,40.24,26.86,73.39,72.79,-3.7
2017-01-17T00:20:00+01:00,35.31,24.98,72.92,71.63,-3.89
2017-01-17T00:30:00+01:00,33.12,24.33,73.07,70.89,-3.9
2017-01-17T00:40:00+01:00,34.12,24.49,72.29,70.62,-3.96
2017-01-17T00:50:00+01:00,35.25,24.73,71.77,70.33,-3.98
2017-01-17T01:00:00+01:00,36.3,24.95,72.08,70.56,-3.99
2017-01-17T01:10:00+01:00,37.17,25.11,72.61,71.0,-4.05
2017-01-17T01:20:00+01:00,37.97,25.18,73.21,71.28,-4.2
2017-01-17T01:30:00+01:00,38.73,25.29,73.59,71.45,-4.31
2017-01-17T01:40:00+01:00,39.56,25.51,74.11,71.43,-4.28
2017-01-17T01:50:00+01:00,40.11,25.55,74.55,71.79,-4.32
2017-01-17T02:00:00+01:00,37.12,24.74,74.14,72.82,-4.47
2017-01-17T02:10:00+01:00,33.11,23.64,73.52,72.06,-4.51
2017-01-17T02:20:00+01:00,29.95,22.68,72.73,70.83,-4.49
2017-01-17T02:30:00+01:00,30.47,23.05,72.74,70.34,-4.46
2017-01-17T02:40:00+01:00,32.38,23.42,72.69,70.67,-4.47
2017-01-17T02:50:00+01:00,34.04,23.79,72.37,70.69,-4.53
2017-01-17T03:00:00+01:00,35.35,24.19,72.17,70.59,-4.67
2017-01-17T03:10:00+01:00,36.5,24.46,72.35,70.74,-4.71
2017-01-17T03:20:00+01:00,37.48,24.68,72.73,70.98,-4.77
2017-01-17T03:30:00+01:00,38.32,24.86,73.14,71.24,-4.94
2017-01-17T03:40:00+01:00,39.13,25.09,73.29,71.23,-5.01
2017-01-17T03:50:00+01:00,39.86,25.24,73.89,71.27,-5.04
2017-01-17T04:00:00+01:00,40.6,25.38,74.28,71.59,-4.98
2017-01-17T04:10:00+01:00,39.65,24.98,73.85,72.38,-5.11
2017-01-17T04:20:00+01:00,35.29,23.81,73.47,72.1,-5.27
2017-01-17T04:30:00+01:00,31.38,22.48,73.02,71.23,-5.32
2017-01-17T04:40:00+01:00,29.68,21.9,73.03,70.75,-5.32
2017-01-17T04:50:00+01:00,31.13,21.84,73.32,70.77,-5.28
2017-01-17T05:00:00+01:00,32.68,21.88,73.11,70.93,-5.27
2017-01-17T05:10:00+01:00,34.03,22.02,73.09,70.98,-5.27
2017-01-17T05:20:00+01:00,35.16,22.25,73.12,70.95,-5.29
2017-01-17T05:30:00+01:00,36.13,22.35,73.31,71.12,-5.3
2017-01-17T05:40:00+01:00,37.02,22.7,73.09,71.13,-5.26
2017-01-17T05:50:00+01:00,37.91,23.02,73.04,71.14,-5.26
2017-01-17T06:00:00+01:00,38.65,23.32,72.99,71.12,-5.26
2017-01-17T06:10:00+01:00,39.4,23.7,72.7,70.9,-5.26
2017-01-17T06:20:00+01:00,40.03,23.9,73.01,70.9,-5.26
2017-01-17T06:30:00+01:00,40.54,24.04,73.25,71.11,-5.27
2017-01-17T06:40:00+01:00,41.06,24.34,73.01,71.01,-5.31
2017-01-17T06:50:00+01:00,41.57,24.57,73.09,71.22,-5.33
2017-01-17T07:00:00+01:00,42.06,24.81,73.43,71.38,-5.28
2017-01-17T07:10:00+01:00,42.49,24.98,73.66,71.43,-5.26
2017-01-17T07:20:00+01:00,39.8,24.24,73.52,72.17,-5.25
2017-01-17T07:30:00+01:00,35.13,23.24,73.62,71.73,-5.24
2017-01-17T07:40:00+01:00,31.26,22.2,73.25,71.12,-5.14
2017-01-17T07:50:00+01:00,28.28,21.29,73.12,70.76,-5.04
2017-01-17T08:00:00+01:00,28.69,21.51,72.74,70.24,-4.98
2017-01-17T08:10:00+01:00,30.84,21.95,73.14,70.43,-4.93
2017-01-17T08:20:00+01:00,32.75,22.52,72.48,70.18,-4.75
2017-01-17T08:30:00+01:00,34.36,22.77,73.52,70.35,-4.75
2017-01-17T08:40:00+01:00,35.48,22.71,74.37,71.1,-4.74
2017-01-17T08:50:00+01:00,36.75,23.03,74.36,71.34,-4.67
2017-01-17T09:00:00+01:00,38.22,23.98,73.86,71.53,-4.59
2017-01-17T09:10:00+01:00,39.66,24.86,73.65,71.32,-4.27
2017-01-17T09:20:00+01:00,37.54,24.44,73.07,71.65,-3.87
2017-01-17T09:30:00+01:00,33.47,23.44,73.31,71.04,-3.69
2017-01-17T09:40:00+01:00,30.12,22.54,73.35,71.01,-3.61
2017-01-17T09:50:00+01:00,27.45,21.73,73.1,70.66,-3.44
2017-01-17T10:00:00+01:00,26.09,21.52,72.16,69.45,-3.16
2017-01-17T10:10:00+01:00,28.13,22.38,71.43,68.57,-2.8
2017-01-17T10:20:00+01:00,30.57,23.04,71.55,69.05,-2.69
2017-01-17T10:30:00+01:00,32.5,23.46,71.64,69.16,-2.57
2017-01-17T10:40:00+01:00,34.11,23.9,72.0,69.62,-2.31
2017-01-17T10:50:00+01:00,35.37,24.36,71.7,69.29,-2.18
2017-01-17T11:00:00+01:00,36.53,24.73,71.21,68.72,-1.8
2017-01-17T11:10:00+01:00,37.54,25.05,71.04,68.68,-1.96
2017-01-17T11:20:00+01:00,38.9,26.74,71.55,68.38,-1.67
2017-01-17T11:30:00+01:00,40.37,28.36,75.0,71.23,-2.01
2017-01-17T11:40:00+01:00,40.95,27.8,72.43,70.29,-1.73
