Date_time,Db1t_avg,Db2t_avg,Gb1t_avg,Gb2t_avg,Ot_avg
2017-01-15T22:10:00+01:00,57.44,67.45,71.67,82.67,19.59
2017-01-15T22:20:00+01:00,49.89,53.79,65.78,70.71,12.38
2017-01-15T22:30:00+01:00,40.23,36.56,58.55,56.19,3.46
2017-01-15T22:40:00+01:00,60.88,70.3,68.89,81.35,19.79
2017-01-15T22:50:00+01:00,50.66,53.56,58.2,65.22,10.82
2017-01-15T23:00:00+01:00,58.21,66.42,60.99,73.75,17.04
2017-01-15T23:10:00+01:00,52.76,57.43,56.02,65.57,12.52
2017-01-15T23:20:00+01:00,55.15,61.3,56.64,68.15,14.56
2017-01-15T23:30:00+01:00,39.82,35.48,45.74,47.32,1.91
2017-01-15T23:40:00+01:00,38.07,32.54,44.06,44.79,0.75
2017-01-15T23:50:00+01:00,60.24,69.58,58.45,74.22,19.45
2017-01-16T00:00:00+01:00,59.07,67.94,57.36,72.65,18.73
2017-01-16T00:10:00+01:00,44.82,44.25,47.72,53.68,6.97
2017-01-16T00:20:00+01:00,51.06,54.38,51.92,62.06,12.36
2017-01-16T00:30:00+01:00,50.78,53.73,51.88,61.99,12.4
2017-01-16T00:40:00+01:00,36.15,29.34,42.15,42.78,0.56
2017-01-16T00:50:00+01:00,47.75,48.89,50.05,58.66,10.64
2017-01-16T01:00:00+01:00,37.58,32.25,43.35,45.5,2.57
2017-01-16T01:10:00+01:00,52.47,57.15,53.25,65.57,15.27
2017-01-16T01:20:00+01:00,46.5,47.35,49.38,57.97,10.68
2017-01-16T01:30:00+01:00,37.8,33.22,43.72,46.77,3.84
2017-01-16T01:40:00+01:00,54.21,60.77,54.88,69.14,17.89
2017-01-16T01:50:00+01:00,48.0,50.71,50.74,61.23,13.1
2017-01-16T02:00:00+01:00,32.35,25.1,42.67,41.96,0.62
2017-01-16T02:10:00+01:00,34.73,29.58,51.74,49.82,3.37
2017-01-16T02:20:00+01:00,39.21,37.43,57.96,56.86,7.18
2017-01-16T02:30:00+01:00,41.65,41.51,60.71,60.72,8.91
2017-01-16T02:40:00+01:00,50.04,55.24,67.32,73.6,15.38
2017-01-16T02:50:00+01:00,51.53,57.19,70.27,79.1,16.08
2017-01-16T03:00:00+01:00,50.07,54.19,70.63,78.62,14.32
2017-01-16T03:10:00+01:00,35.56,29.34,60.69,58.41,1.67
2017-01-16T03:20:00+01:00,50.26,53.2,69.41,76.4,13.41
2017-01-16T03:30:00+01:00,36.45,29.69,61.82,60.31,1.29
2017-01-16T03:40:00+01:00,37.81,31.32,62.51,61.02,1.85
2017-01-16T03:50:00+01:00,37.29,29.83,59.97,57.13,0.93
2017-01-16T04:00:00+01:00,41.3,35.98,61.12,60.38,3.73
2017-01-16T04:10:00+01:00,58.47,64.01,71.78,82.36,17.48
2017-01-16T04:20:00+01:00,43.71,38.8,60.7,60.68,4.67
2017-01-16T04:30:00+01:00,55.17,57.33,67.49,74.33,13.62
2017-01-16T04:40:00+01:00,51.05,49.94,64.77,68.83,9.49
2017-01-16T04:50:00+01:00,53.0,52.59,66.39,71.79,10.5
2017-01-16T05:00:00+01:00,54.86,54.97,67.18,73.33,11.47
2017-01-16T05:10:00+01:00,45.66,39.09,63.43,64.47,3.24
2017-01-16T05:20:00+01:00,64.28,69.45,78.93,92.29,18.14
2017-01-16T05:30:00+01:00,45.81,38.19,68.17,68.54,2.18
2017-01-16T05:40:00+01:00,54.95,52.91,72.02,77.65,9.51
2017-01-16T05:50:00+01:00,61.33,63.14,74.14,83.76,14.54
2017-01-16T06:00:00+01:00,63.24,65.93,73.9,84.6,15.94
2017-01-16T06:10:00+01:00,62.46,64.27,72.72,82.89,15.04
2017-01-16T06:20:00+01:00,53.46,48.94,65.53,68.85,7.1
2017-01-16T06:30:00+01:00,50.84,44.18,64.01,65.96,4.48
2017-01-16T06:40:00+01:00,49.48,41.42,61.82,61.85,3.02
2017-01-16T06:50:00+01:00,58.27,56.35,63.82,70.45,9.74
2017-01-16T07:00:00+01:00,55.37,51.95,58.68,64.28,6.93
2017-01-16T07:10:00+01:00,59.38,58.49,59.64,68.36,10.25
2017-01-16T07:20:00+01:00,60.37,59.98,59.27,69.21,11.31
2017-01-16T07:30:00+01:00,66.26,69.9,62.78,77.07,16.55
2017-01-16T07:40:00+01:00,59.21,58.4,65.03,74.51,11.65
2017-01-16T07:50:00+01:00,45.4,35.7,59.39,59.26,0.74
2017-01-16T08:00:00+01:00,61.28,62.21,70.96,80.57,14.0
2017-01-16T08:10:00+01:00,48.29,40.51,62.51,63.07,3.29
2017-01-16T08:20:00+01:00,48.61,40.88,62.08,62.4,3.38
2017-01-16T08:30:00+01:00,45.97,36.23,59.64,57.85,0.89
2017-01-16T08:40:00+01:00,49.29,41.58,62.21,62.67,3.3
2017-01-16T08:50:00+01:00,52.41,46.43,64.7,67.29,5.84
2017-01-16T09:00:00+01:00,57.51,54.53,67.99,73.67,9.96
2017-01-16T09:10:00+01:00,47.94,38.27,60.96,59.66,1.89
2017-01-16T09:20:00+01:00,68.79,72.68,75.35,88.34,19.15
2017-01-16T09:30:00+01:00,50.61,41.94,63.11,63.51,3.4
2017-01-16T09:40:00+01:00,48.27,37.63,62.45,61.42,1.3
2017-01-16T09:50:00+01:00,47.71,36.29,61.29,59.25,0.51
2017-01-16T10:00:00+01:00,64.08,63.22,71.98,80.91,13.81
2017-01-16T10:10:00+01:00,58.31,53.19,67.59,72.26,8.63
2017-01-16T10:20:00+01:00,47.33,35.74,61.38,60.2,0.31
2017-01-16T10:30:00+01:00,64.46,69.19,75.64,89.3,18.6
2017-01-16T10:40:00+01:00,60.15,66.86,75.64,89.5,18.95
2017-01-16T10:50:00+01:00,58.48,67.37,75.72,89.7,20.07
2017-01-16T11:00:00+01:00,51.09,55.36,68.47,77.34,14.49
2017-01-16T11:10:00+01:00,57.34,66.07,67.75,81.78,19.77
2017-01-16T11:20:00+01:00,48.63,51.66,59.17,67.72,11.79
2017-01-16T11:30:00+01:00,44.81,44.9,55.02,61.08,8.13
2017-01-16T11:40:00+01:00,50.89,54.49,62.78,72.43,12.99
2017-01-16T11:50:00+01:00,45.01,43.92,64.77,70.61,8.9
2017-01-16T12:00:00+01:00,40.58,35.85,64.37,65.65,6.04
2017-01-16T12:10:00+01:00,54.52,58.31,71.73,80.58,18.61
2017-01-16T12:20:00+01:00,46.73,44.85,64.32,66.64,11.87
2017-01-16T12:30:00+01:00,54.02,56.78,68.42,75.23,16.91
2017-01-16T12:40:00+01:00,61.12,68.03,73.29,85.16,20.45
2017-01-16T12:50:00+01:00,53.62,54.82,69.52,76.74,13.05
2017-01-16T13:00:00+01:00,46.6,42.23,63.42,64.42,6.41
2017-01-16T13:10:00+01:00,56.61,58.53,68.33,74.74,14.51
2017-01-16T13:20:00+01:00,65.07,72.42,73.6,85.4,21.0
2017-01-16T13:30:00+01:00,60.87,64.87,70.58,79.43,18.38
2017-01-16T13:40:00+01:00,50.38,46.71,63.08,64.33,8.99
2017-01-16T13:50:00+01:00,48.52,43.65,62.4,62.93,5.85
2017-01-16T14:00:00+01:00,43.32,38.76,62.71,63.72,3.85
2017-01-16T14:10:00+01:00,36.39,31.31,63.35,63.26,1.11
2017-01-16T14:20:00+01:00,53.0,61.12,75.14,86.3,16.15
2017-01-16T14:30:00+01:00,45.76,48.22,69.2,74.61,9.39
2017-01-16T14:40:00+01:00,45.46,46.64,66.51,71.11,8.16
2017-01-16T14:50:00+01:00,48.67,52.15,65.74,72.67,10.49
2017-01-16T15:00:00+01:00,49.52,53.69,63.89,71.81,10.85
2017-01-16T15:10:00+01:00,57.99,67.72,67.82,82.16,17.8
2017-01-16T15:20:00+01:00,46.95,48.67,61.4,67.62,9.01
2017-01-16T15:30:00+01:00,58.08,66.51,72.03,84.73,18.36
2017-01-16T15:40:00+01:00,53.72,58.43,71.27,80.85,14.12
2017-01-16T15:50:00+01:00,43.08,39.72,66.55,68.81,4.39
2017-01-16T16:00:00+01:00,60.17,67.21,79.23,92.32,17.78
2017-01-16T16:10:00+01:00,40.25,33.09,65.53,64.37,0.44
2017-01-16T16:20:00+01:00,52.6,52.88,72.06,78.61,9.97
2017-01-16T16:30:00+01:00,40.77,32.41,62.96,61.39,-0.58
2017-01-16T16:40:00+01:00,44.59,38.08,64.78,65.5,2.0
2017-01-16T16:50:00+01:00,42.99,34.81,63.23,62.46,0.15
2017-01-16T17:00:00+01:00,47.96,42.44,65.94,68.05,3.69
2017-01-16T17:10:00+01:00,56.27,55.72,72.43,80.27,9.97
2017-01-16T17:20:00+01:00,63.25,66.74,79.0,91.1,15.3
2017-01-16T17:30:00+01:00,58.36,57.94,76.34,84.44,10.78
2017-01-16T17:40:00+01:00,63.32,65.71,79.04,90.04,14.41
2017-01-16T17:50:00+01:00,65.78,69.42,79.79,92.18,16.14
2017-01-16T18:00:00+01:00,63.47,65.11,77.68,88.43,13.88
2017-01-16T18:10:00+01:00,63.41,64.56,76.21,86.61,13.44
2017-01-16T18:20:00+01:00,47.46,37.63,64.74,64.6,-0.15
2017-01-16T18:30:00+01:00,62.72,62.71,75.8,86.1,12.27
2017-01-16T18:40:00+01:00,64.43,65.12,78.34,89.54,13.37
2017-01-16T18:50:00+01:00,52.68,45.15,72.59,75.5,3.34
2017-01-16T19:00:00+01:00,51.23,42.46,72.9,74.17,1.75
2017-01-16T19:10:00+01:00,70.25,73.83,85.69,99.44,17.37
2017-01-16T19:20:00+01:00,69.16,71.69,85.86,98.64,16.07
2017-01-16T19:30:00+01:00,53.12,44.62,75.47,77.58,2.46
2017-01-16T19:40:00+01:00,57.58,50.89,76.81,82.78,6.52
2017-01-16T19:50:00+01:00,54.83,45.73,75.25,80.04,4.76
2017-01-16T20:00:00+01:00,49.85,37.1,71.5,73.01,0.7
2017-01-16T20:10:00+01:00,52.78,41.97,72.4,76.48,3.43
2017-01-16T20:20:00+01:00,59.27,52.94,77.73,86.1,9.05
2017-01-16T20:30:00+01:00,69.42,70.7,86.92,101.15,17.09
2017-01-16T20:40:00+01:00,48.35,35.91,75.54,75.04,-0.82
2017-01-16T20:50:00+01:00,47.89,34.61,73.61,73.34,-1.32
2017-01-16T21:00:00+01:00,68.27,68.03,84.92,99.0,16.03
2017-01-16T21:10:00+01:00,52.18,41.11,72.54,76.53,2.95
2017-01-16T21:20:00+01:00,60.7,55.33,78.78,88.95,10.37
2017-01-16T21:30:00+01:00,64.26,61.59,83.26,94.8,13.32
2017-01-16T21:40:00+01:00,53.11,43.77,77.84,80.89,3.56
2017-01-16T21:50:00+01:00,64.42,62.47,85.92,96.67,12.63
2017-01-16T22:00:00+01:00,67.34,66.65,87.3,100.52,15.29
2017-01-16T22:10:00+01:00,55.38,46.37,79.06,84.4,5.45
2017-01-16T22:20:00+01:00,66.05,63.97,86.21,98.72,14.32
2017-01-16T22:30:00+01:00,46.65,31.5,73.76,73.07,-1.91
2017-01-16T22:40:00+01:00,68.02,66.94,88.79,102.16,15.84
2017-01-16T22:50:00+01:00,68.29,67.28,88.44,102.27,15.94
2017-01-16T23:00:00+01:00,51.18,38.59,76.79,79.24,1.53
2017-01-16T23:10:00+01:00,61.17,55.02,83.54,92.47,9.69
2017-01-16T23:20:00+01:00,66.19,63.2,86.97,99.09,13.66
2017-01-16T23:30:00+01:00,47.0,30.99,74.89,73.67,-2.53
2017-01-16T23:40:00+01:00,57.55,48.41,81.36,87.45,6.04
2017-01-16T23:50:00+01:00,47.53,31.53,74.45,73.74,-2.52
2017-01-17T00:00:00+01:00,60.09,53.33,83.24,92.25,8.66
2017-01-17T00:10:00+01:00,53.42,48.83,82.18,90.37,7.29
2017-01-17T00:20:00+01:00,46.48,43.59,80.37,86.53,5.42
2017-01-17T00:30:00+01:00,55.81,62.14,88.2,101.13,15.01
2017-01-17T00:40:00+01:00,36.38,28.26,73.8,73.64,-2.07
2017-01-17T00:50:00+01:00,55.76,58.92,85.45,97.68,13.11
2017-01-17T01:00:00+01:00,42.65,35.54,76.31,79.03,1.3
2017-01-17T01:10:00+01:00,51.36,48.76,82.07,89.93,7.78
2017-01-17T01:20:00+01:00,38.76,26.5,73.73,72.34,-3.54
2017-01-17T01:30:00+01:00,58.7,58.57,86.9,98.07,12.33
2017-01-17T01:40:00+01:00,61.85,62.66,88.97,101.14,14.29
2017-01-17T01:50:00+01:00,62.71,63.21,89.61,101.91,14.51
2017-01-17T02:00:00+01:00,53.79,52.53,85.26,95.05,9.43
2017-01-17T02:10:00+01:00,50.04,51.86,84.81,94.64,9.61
2017-01-17T02:20:00+01:00,51.01,57.78,86.77,98.92,13.06
2017-01-17T02:30:00+01:00,39.47,38.05,78.74,82.34,3.04
2017-01-17T02:40:00+01:00,53.41,58.48,86.72,98.71,13.05
2017-01-17T02:50:00+01:00,41.74,36.62,77.51,80.96,1.89
2017-01-17T03:00:00+01:00,35.97,25.22,72.58,71.42,-4.15
2017-01-17T03:10:00+01:00,43.6,36.29,77.08,80.2,1.2
2017-01-17T03:20:00+01:00,59.22,60.92,87.22,99.97,13.35
2017-01-17T03:30:00+01:00,48.43,41.71,79.88,84.71,3.49
2017-01-17T03:40:00+01:00,44.93,34.75,77.15,78.96,-0.17
2017-01-17T03:50:00+01:00,57.33,54.36,85.54,94.56,9.52
2017-01-17T04:00:00+01:00,49.7,40.55,80.35,83.73,2.6
2017-01-17T04:10:00+01:00,44.92,33.76,77.36,79.41,-0.72
2017-01-17T04:20:00+01:00,37.91,28.17,75.22,75.59,-3.09
2017-01-17T04:30:00+01:00,36.03,30.22,76.12,77.43,-1.45
2017-01-17T04:40:00+01:00,37.6,35.09,78.31,81.3,1.27
2017-01-17T04:50:00+01:00,50.23,53.67,86.06,96.23,10.64
2017-01-17T05:00:00+01:00,45.18,42.72,81.45,87.6,5.15
2017-01-17T05:10:00+01:00,50.13,48.86,83.82,92.45,8.15
2017-01-17T05:20:00+01:00,53.73,53.19,85.5,95.71,10.19
2017-01-17T05:30:00+01:00,50.07,45.57,82.6,89.7,6.32
2017-01-17T05:40:00+01:00,48.65,42.07,80.84,86.62,4.42
2017-01-17T05:50:00+01:00,55.69,52.65,84.89,94.84,9.55
2017-01-17T06:00:00+01:00,53.36,47.83,82.79,90.73,6.99
2017-01-17T06:10:00+01:00,50.99,43.02,80.43,86.36,4.4
2017-01-17T06:20:00+01:00,50.57,41.47,80.04,84.96,3.53
2017-01-17T06:30:00+01:00,62.69,60.95,88.02,100.65,13.19
2017-01-17T06:40:00+01:00,44.36,29.84,75.21,75.4,-2.56
2017-01-17T06:50:00+01:00,59.46,54.38,85.02,95.06,9.58
2017-01-17T07:00:00+01:00,48.89,36.19,77.99,80.48,0.41
2017-01-17T07:10:00+01:00,61.04,55.9,86.02,96.17,10.2
2017-01-17T07:20:00+01:00,50.2,41.57,80.45,86.04,3.41
2017-01-17T07:30:00+01:00,37.1,26.53,74.93,74.37,-3.6
2017-01-17T07:40:00+01:00,50.47,54.23,86.06,96.74,10.87
2017-01-17T07:50:00+01:00,44.3,47.99,83.8,92.12,8.31
2017-01-17T08:00:00+01:00,51.5,59.53,87.95,100.65,14.03
2017-01-17T08:10:00+01:00,37.82,33.59,77.8,79.74,0.89
2017-01-17T08:20:00+01:00,42.18,38.23,78.76,82.75,3.11
2017-01-17T08:30:00+01:00,39.59,31.48,77.0,77.32,-0.39
2017-01-17T08:40:00+01:00,54.03,53.62,86.74,95.83,10.72
2017-01-17T08:50:00+01:00,54.21,52.12,86.0,94.61,9.88
2017-01-17T09:00:00+01:00,61.52,62.82,89.4,102.6,14.84
2017-01-17T09:10:00+01:00,56.82,53.46,85.09,94.2,10.02
2017-01-17T09:20:00+01:00,38.14,25.45,73.47,72.45,-3.37
2017-01-17T09:30:00+01:00,37.09,29.48,75.72,75.87,-0.67
2017-01-17T09:40:00+01:00,40.88,40.47,80.52,85.36,5.35
2017-01-17T09:50:00+01:00,45.98,52.61,85.45,95.36,12.0
2017-01-17T10:00:00+01:00,45.45,53.79,85.07,95.26,12.97
2017-01-17T10:10:00+01:00,28.31,22.67,71.54,68.8,-2.66
2017-01-17T10:20:00+01:00,39.46,37.86,77.48,80.91,4.73
2017-01-17T10:30:00+01:00,47.99,49.28,81.97,89.82,10.35
2017-01-17T10:40:00+01:00,39.19,32.37,75.39,76.4,1.93
2017-01-17T10:50:00+01:00,40.98,33.72,75.45,76.77,2.49
2017-01-17T11:00:00+01:00,39.77,30.14,73.38,73.04,0.9
2017-01-17T11:10:00+01:00,51.4,48.15,80.28,87.16,9.59
2017-01-17T11:20:00+01:00,50.49,46.06,79.27,83.84,7.99
2017-01-17T11:30:00+01:00,61.7,63.91,89.21,99.67,15.76
2017-01-17T11:40:00+01:00,48.31,40.08,77.34,80.12,4.41
2017-01-17T11:50:00+01:00,52.71,46.78,79.16,83.68,7.43
2017-01-17T12:00:00+01:00,57.29,53.46,84.34,90.86,10.31
2017-01-17T12:10:00+01:00,62.81,61.78,87.3,98.45,15.12
2017-01-17T12:20:00+01:00,43.95,35.29,76.4,78.35,2.91
